Anchor/Range;Anchor/Range;Anchor/Range;Anchor/Range;LS_Estimated
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.89;[2.1, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.02;P8[5.90,10.00,0.00]=10.97;null;[2.34, 20.4, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=10.98;[1.95, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.13;[1.85, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.56;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=11.04;[1.92, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=11.05;[1.98, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P8[5.90,10.00,0.00]=11.02;null;[2.36, 20.45, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P8[5.90,10.00,0.00]=11.14;null;[2.4, 20.57, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.06;[1.9, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.02;[2.0, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.98;[1.97, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.01;P8[5.90,10.00,0.00]=10.96;null;[2.34, 20.39, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=11.13;[1.81, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.11;[1.88, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=10.96;[2.13, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=10.91;[2.03, 20.11, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=11.05;[1.88, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.02;P8[5.90,10.00,0.00]=11.15;null;[2.36, 20.57, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=11.10;[1.92, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=11.04;[1.89, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P8[5.90,10.00,0.00]=10.95;null;[2.36, 20.39, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.10;[1.91, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.15;[1.84, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.07;[1.95, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.02;[1.96, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.04;P8[5.90,10.00,0.00]=11.07;null;[2.33, 20.49, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=11.12;[1.82, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=10.95;[2.06, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.91;[2.07, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.87;[2.14, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.12;[1.88, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.03;[1.95, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.02;[1.93, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.96;[2.04, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=5.05;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.03;[1.99, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=11.11;[1.85, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.01;[1.95, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.31;P8[5.90,10.00,0.00]=11.02;[2.04, 20.24, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.04;P8[5.90,10.00,0.00]=11.09;null;[2.33, 20.5, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.02;[1.98, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.02;[1.98, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=10.97;[1.97, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.96;[2.01, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.08;[1.99, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=11.02;[2.01, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=10.96;[1.94, 20.1, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.03;[1.94, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=10.97;[2.08, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.07;[1.93, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.09;[1.93, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.04;[2.01, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=10.98;[1.96, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.05;[1.93, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.14;[1.85, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.96;[2.01, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.89;[2.12, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.95;[2.01, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.08;[1.91, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.56;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.06;[1.92, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=11.05;[1.89, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=10.95;[2.08, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.09;[1.89, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.08;[1.96, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=11.00;[1.91, 20.11, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=11.06;[1.9, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=10.87;[2.14, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.05;[1.97, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=11.12;[1.81, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=10.91;[2.04, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.10;P8[5.90,10.00,0.00]=11.01;[1.85, 20.07, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.16;[1.87, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.06;[1.99, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.54;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.93;[2.11, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.97;[2.03, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.16;P8[5.90,10.00,0.00]=10.94;[1.97, 20.1, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.10;P8[5.90,10.00,0.00]=11.03;[1.83, 20.08, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=11.04;[1.91, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=10.96;[1.98, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.92;[2.03, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.04;[2.01, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.28;P8[5.90,10.00,0.00]=11.03;[2.01, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=10.99;[1.98, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.85;[2.13, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.00;[2.02, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=11.03;[1.93, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.04;[1.93, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.88;[2.06, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.00;[1.98, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=11.02;[1.92, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.08;[1.96, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.99;[1.97, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=10.96;[1.98, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.02;[2.03, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.16;P8[5.90,10.00,0.00]=11.06;[1.87, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.00;[1.98, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=10.91;[2.03, 20.11, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.13;P8[5.90,10.00,0.00]=10.85;[2.01, 20.06, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.33;P8[5.90,10.00,0.00]=10.96;[2.14, 20.24, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=10.93;[2.04, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=10.98;[1.95, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.00;[1.98, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.35;P8[5.90,10.00,0.00]=10.95;[2.17, 20.25, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=11.05;[2.0, 20.24, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=11.05;[1.91, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=10.97;[2.01, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=10.89;[2.04, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.10;[1.9, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.53;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=11.06;[1.88, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.55;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.81;[2.18, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.05;[1.93, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.10;P8[5.90,10.00,0.00]=10.91;[1.94, 20.05, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.04;[1.96, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.07;[1.93, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=10.95;[2.03, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=10.89;[2.05, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.02;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=11.01;[1.95, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.99;[2.02, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.04;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=10.91;[2.03, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=4.99;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.98;[2.04, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.22;P8[5.90,10.00,0.00]=10.95;[2.02, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.10;[1.9, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.10;[1.91, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.30;P8[5.90,10.00,0.00]=10.91;[2.14, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.03;[1.98, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=11.09;[1.9, 20.19, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.94;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.06;[1.94, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=10.94;[2.06, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=10.96;[2.06, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=10.96;[2.09, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.15;P8[5.90,10.00,0.00]=11.09;[1.83, 20.13, 0.0]
P7[2.90,24.00,0.00]=3.46;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.17;P8[5.90,10.00,0.00]=11.10;[1.85, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.52;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.21;P8[5.90,10.00,0.00]=11.05;[1.91, 20.16, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.24;P8[5.90,10.00,0.00]=11.02;[1.99, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.50;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.09;[1.95, 20.22, 0.0]
P7[2.90,24.00,0.00]=3.47;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.18;P8[5.90,10.00,0.00]=11.04;[1.91, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.03;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.98;[1.99, 20.17, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.86;[2.08, 20.12, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.97;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=10.93;[2.1, 20.18, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=4.96;P1[0.00,0.00,0.00]=20.32;P8[5.90,10.00,0.00]=11.03;[2.07, 20.25, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.27;P8[5.90,10.00,0.00]=11.15;[1.88, 20.23, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.26;P8[5.90,10.00,0.00]=11.02;[1.99, 20.2, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=5.01;P1[0.00,0.00,0.00]=20.19;P8[5.90,10.00,0.00]=11.03;[1.91, 20.15, 0.0]
P7[2.90,24.00,0.00]=3.51;P6[6.70,18.03,0.00]=5.00;P1[0.00,0.00,0.00]=20.25;P8[5.90,10.00,0.00]=11.12;[1.89, 20.21, 0.0]
P7[2.90,24.00,0.00]=3.49;P6[6.70,18.03,0.00]=4.98;P1[0.00,0.00,0.00]=20.29;P8[5.90,10.00,0.00]=11.11;[1.95, 20.24, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.95;P1[0.00,0.00,0.00]=20.20;P8[5.90,10.00,0.00]=10.98;[2.0, 20.14, 0.0]
P7[2.90,24.00,0.00]=3.48;P6[6.70,18.03,0.00]=4.90;P1[0.00,0.00,0.00]=20.23;P8[5.90,10.00,0.00]=10.94;[2.09, 20.16, 0.0]
